100 250
6 93 36940.585375
6 94 22953.797449
6 95 18502.278139
6 96 19746.473188
6 97 31000.282451
6 98 24303.015244
6 99 35062.196466
6 100 21055.862429
7 8 27344.237117
7 9 30007.371885
7 10 13104.239180
7 11 18855.249474
7 12 4399.798524
7 13 26333.076939
7 14 12507.322194
7 15 21517.069377
7 16 14660.003371
7 17 30549.094316
7 18 32744.435136
7 19 22672.256924
7 20 7086.945920
7 21 16360.681982
7 22 8039.536881
7 23 18449.897095
7 24 28651.879791
7 25 25599.143379
7 26 13901.780318
7 27 29335.675367
7 28 29814.581484
7 29 34576.558620
7 30 22812.225125
7 31 36357.266802
7 32 26150.636552
7 33 38497.492801
7 34 19948.023565
7 35 6559.108309
7 36 35061.901357
7 37 14055.618151
7 38 33585.026969
7 39 24253.417430
7 40 13017.655000
7 41 23501.140035
7 42 16117.065314
7 43 24588.135128
7 44 4318.372218
7 45 7053.667304
7 46 14313.837880
7 47 4759.448173
7 48 4045.886702
7 49 5652.896511
7 50 5688.895716
7 51 34906.344327
7 52 18415.443911
7 53 27346.491532
7 54 20199.863068
7 55 25607.642184
7 56 21153.239664
7 57 36121.697707
7 58 21972.339844
7 59 30541.605184
7 60 18334.314686
7 61 34814.309455
7 62 11588.795304
7 63 10598.814333
7 64 23106.381327
7 65 32432.742905
7 66 25643.177521
7 67 6385.820480
7 68 7356.440617
7 69 14236.464186
7 70 27446.151399
7 71 31039.055148
7 72 18710.910686
7 73 15584.527441
7 74 23501.345872
7 75 7800.323317
7 76 22861.134645
7 77 28796.040807
7 78 22611.422968
7 79 17637.670162
7 80 9804.200277
7 81 15864.460048
7 82 27645.837479
7 83 29001.839035
7 84 10923.325485
7 85 10894.532279
7 86 6589.170130
7 87 23158.278612
7 88 34206.218798
7 89 7288.577236
7 90 17776.408423
7 91 24859.247563
7 92 22824.645168
7 93 17843.446859
7 94 11077.853863
7 95 18174.809516
7 96 23541.657606
7 97 34816.837338
7 98 4599.996205
7 99 33888.231525
7 100 16433.783037
8 9 39265.084909
8 10 30877.931450
8 11 28067.090324
8 12 30782.848426
8 13 8290.972618
8 14 18278.253610
8 15 9050.849730
8 16 36346.163846
8 17 17666.561650
8 18 35547.491248
8 19 32495.073178
8 20 26958.816648
8 21 22099.843874
8 22 34749.693856
8 23 22025.389527
8 24 30090.289972
8 25 26719.909229
8 26 20662.508897
8 27 7272.316868
8 28 14018.161617
8 29 17281.190934
8 30 34436.132399
8 31 32101.115563
8 32 33696.591450
8 33 19313.186450
8 34 41246.981747
8 35 28335.147398
8 36 18581.260329
8 37 13344.230499
8 38 11792.957503
8 39 24003.784352
8 40 24257.618033
8 41 20279.185118
8 42 18735.145738
8 43 39175.589482
8 44 29574.098406
8 45 34041.787217
8 46 28008.268318
8 47 27305.728753
8 48 23422.177366
8 49 22351.176758
8 50 33016.832106
8 51 9695.024619
8 52 20853.715412
8 53 37514.974436
8 54 25425.593809
8 55 26441.406030
8 56 15006.713896
8 57 34818.915109
8 58 44219.369597
8 59 13773.410715
8 60 10199.800125
8 61 41644.690645
8 62 17509.972619
8 63 17014.623044
8 64 12740.902582
8 65 24312.493764
8 66 21105.176894
8 67 23691.521539
8 68 23145.919684
8 69 13186.481221
8 70 29492.482494
8 71 3898.955795
8 72 25281.753114
8 73 28613.466087
8 74 6161.308524
8 75 28645.358668
8 76 18702.513408
8 77 31643.849079
8 78 9123.059483
8 79 19221.957031
8 80 17693.486367
8 81 22415.238742
8 82 11715.576452
8 83 16714.018023
8 84 19899.013249
8 85 22649.119981
8 86 30244.623899
8 87 31196.381127
8 88 39137.524872
8 89 21251.935649
8 90 29247.290700
8 91 24342.986738
8 92 22059.939871
8 93 41980.774554
8 94 25650.495406
8 95 16569.723596
8 96 14212.296087
8 97 22461.259999
8 98 31179.605778
8 99 28654.362081
8 100 20486.428828
9 10 17049.219592
9 11 12587.553980
9 12 27539.529581
9 13 44431.221101
9 14 37819.281180
9 15 40586.458400
9 16 18855.137809
9 17 26218.065767
9 18 8310.435761
9 19 7801.197333
9 20 36916.347493
9 21 18405.865673
9 22 34701.591003
9 23 17663.946614
9 24 10933.678444
9 25 13122.477135
9 26 21064.252286
9 27 34925.749934
9 28 29146.963833
9 29 30935.343579
9 30 7195.204211
9 31 17086.804757
9 32 5571.700545
9 33 34110.766615
9 34 17602.377185
9 35 23489.134081
9 36 30181.715650
9 37 31483.087864
9 38 35352.661584
9 39 15620.709533
9 40 41689.646639
9 41 19308.632474
9 42 21665.338526
9 43 7685.762044
9 44 34009.336414
9 45 33521.392589
9 46 16004.293328
9 47 34714.218908
9 48 29093.544289
9 49 27733.890686
9 50 30439.225574
9 51 39713.344434
9 52 18777.235000
9 53 2666.237957
9 54 14097.021420
9 55 13436.408207
9 56 24259.274154
9 57 13694.984546
9 58 19628.844139
9 59 30038.399679
9 60 37416.372677
9 61 5111.878524
9 62 35842.968342
9 63 32926.327322
9 64 26690.801507
9 65 21085.670252
9 66 19237.134303
9 67 25191.542710
9 68 24600.584356
9 69 31396.569990
9 70 10840.305875
9 71 40789.345344
9 72 14703.707106
9 73 14728.511194
9 74 33117.620301
9 75 22252.576943
9 76 20764.297588
9 77 9135.938194
9 78 41803.788331
9 79 20581.506020
9 80 29590.987094
9 81 18383.693049
9 82 29628.470077
9 83 25852.163387
9 84 37263.366950
9 85 21649.710574
9 86 24124.338436
9 87 8374.373753
9 88 6210.810778
9 89 33752.442830
9 90 12717.918491
9 91 15452.821861
9 92 17330.639946
9 93 22796.495037
9 94 19665.931891
9 95 23083.275427
9 96 25370.450002
9 97 25780.638122
9 98 27817.400055
9 99 17865.952512
9 100 19832.525228
10 11 8029.598515
10 12 10526.949364
10 13 33245.747943
10 14 22849.187912
10 15 28628.011421
10 16 5931.871707
10 17 26030.773799
10 18 21018.286116
10 19 10253.396180
10 20 20147.948218
10 21 10258.855798
10 22 17877.389085
10 23 11771.804908
10 24 18115.248575
10 25 16104.403187
10 26 10417.708398
10 27 29656.068753
10 28 26969.726940
10 29 30950.621589
10 30 9904.025272
10 31 26565.465118
10 32 13876.279479
10 33 34941.773898
10 34 10373.502946
10 35 6546.345981
10 36 30921.523979
10 37 19076.241028
10 38 32447.661342
10 39 16024.521124
10 40 25513.514645
10 41 17315.344258
10 42 12839.677019
10 43 11593.452254
10 44 16981.641629
10 45 16668.850833
10 46 3802.074073
10 47 17859.703821
10 48 12997.313811
10 49 12141.145625
10 50 13588.685829
10 51 35414.406689
10 52 12579.017003
10 53 14384.030921
10 54 11048.872808
10 55 16249.988408
10 56 18424.545870
10 57 25293.496970
10 58 13388.233019
10 59 27890.094507
10 60 25140.751402
10 61 21997.670773
10 62 21125.321121
10 63 18600.443268
10 64 21220.665888
10 65 25092.148982
10 66 19018.344770
10 67 9524.074700
10 68 9351.352091
10 69 19102.506357
10 70 16955.150079
10 71 33749.146079
10 72 9714.816584
10 73 4347.597754
10 74 25226.759063
10 75 5307.519641
10 76 17616.195416
10 77 17672.958629
10 78 29885.071893
10 79 13247.706316
10 80 15606.426933
10 81 9709.252135
10 82 25808.409319
10 83 24783.283762
10 84 21854.488355
10 85 8296.882923
10 86 7091.926484
10 87 11286.122637
10 88 21779.785434
10 89 18022.388377
10 90 6156.390884
10 91 16491.563008
10 92 15644.608557
10 93 12124.154355
10 94 5261.974211
10 95 15499.313244
10 96 20752.243139
10 97 28798.290457
10 98 10831.799704
10 99 24938.760171
10 100 11587.467683
11 12 17564.670726
11 13 32340.956465
11 14 25295.787391
11 15 28261.043585
11 16 13237.918525
11 17 19266.432970
11 18 13889.730681
11 19 4841.297187
11 20 25314.987713
11 21 6109.309731
11 22 25100.174995
11 23 6133.182195
11 24 10225.246291
11 25 8089.425763
11 26 8520.693427
11 27 25097.304720
11 28 20944.126964
11 29 24320.010467
11 30 6429.128744
11 31 18581.767770
11 32 7640.993309
11 33 28183.934742
11 34 15948.621311
11 35 12874.513611
11 36 24073.761173
11 37 18971.683322
11 38 26915.668731
11 39 8349.890708
11 40 29498.922105
11 41 10528.236161
11 42 9521.661978
11 43 11134.353791
11 44 23125.653630
11 45 23876.742683
11 46 4798.989717
11 47 23303.458210
11 48 17129.922731
11 49 15571.867542
11 50 20888.069460
11 51 30563.325459
11 52 7292.905055
11 53 10230.093261
11 54 3544.073672
11 55 8249.024424
11 56 13582.690718
11 57 17587.971279
11 58 19027.585074
11 59 21893.610039
11 60 24994.343866
11 61 16699.432976
11 62 23298.854124
11 63 20362.103842
11 64 16378.350225
11 65 17324.941261
11 66 11806.325086
11 67 13200.541421
11 68 12466.387811
11 69 18898.337684
11 70 9035.241558
11 71 30225.213106
11 72 2890.377049
11 73 3756.946861
11 74 21955.034966
11 75 11788.059223
11 76 11339.284155
11 77 10049.407063
11 78 29499.962073
11 79 8845.400313
11 80 17023.892395
11 81 5956.870485
11 82 20413.534948
11 83 18244.611772
11 84 24832.438434
11 85 9206.475319
11 86 14240.839313
11 87 4499.737765
11 88 15572.337045
11 89 21475.045211
11 90 2045.724418
11 91 8732.837659
11 92 8532.839141
11 93 19286.327936
11 94 7807.533616
11 95 11498.659773
11 96 15441.232464
11 97 21324.158597
11 98 17952.573858
11 99 16914.196593
11 100 7682.479987
12 13 30411.940783
12 14 16876.679100
12 15 25573.007531
12 16 10710.353157
12 17 31873.886036
12 18 31266.938905
12 19 20691.868076
12 20 10895.149969
12 21 16544.389132
12 22 7535.580509
12 23 18613.963310
12 24 27736.540737
12 25 25064.045839
12 26 14665.418294
12 27 32029.245126
12 28 31634.830277
12 29 36251.082858
12 30 20426.697917
12 31 35864.920526
12 32 24292.119751
12 33 40248.822998
12 34 15821.741859
12 35 4772.156254
12 36 36586.124933
12 37 17448.685392
12 38 35962.598860
12 39 24158.502724
12 40 17195.373132
12 41 24086.893912
12 42 17198.486349
12 43 21451.738429
12 44 6874.987572
12 45 6312.255366
12 46 12775.123548
12 47 8518.486063
12 48 7509.403060
12 49 8438.162521
12 50 3397.669507
12 51 37737.511582
12 52 18855.347150
12 53 24879.770664
12 54 19610.688456
12 55 25126.767503
12 56 22734.055831
12 57 35147.448991
12 58 17682.799284
12 59 32434.147870
12 60 22280.716253
12 61 32518.952768
12 62 15854.999068
12 63 14541.083674
12 64 25019.527520
12 65 32848.185565
12 66 26153.878206
12 67 7703.687390
12 68 8572.903173
12 69 17599.281317
12 70 26532.313563
12 71 34348.045910
12 72 18097.110982
12 73 13934.515060
12 74 26422.737904
12 75 5778.313463
12 76 23730.004863
12 77 27606.236774
12 78 26708.031186
12 79 18489.815649
12 80 13094.734732
12 81 15980.222794
12 82 29709.583355
12 83 30386.256751
12 84 15317.475262
12 85 11387.762913
12 86 3441.375869
12 87 21507.309658
12 88 32269.026108
12 89 11622.565135
12 90 16108.412244
12 91 24732.452410
12 92 23048.232555
12 93 13452.118228
12 94 10361.852172
12 95 19606.726518
12 96 25202.398569
12 97 35730.190883
12 98 461.973060
12 99 33718.538983
12 100 17036.905585
13 14 14710.101236
13 15 4842.849905
13 16 38033.844960
13 17 25494.398091
13 18 41855.170349
13 19 37086.566432
13 20 23815.322535
13 21 26239.274909
13 22 32627.029170
13 23 26768.243421
13 24 36331.949500
13 25 32741.531973
13 26 24050.425791
13 27 15533.830151
13 28 21996.506241
13 29 25534.333916
13 30 38750.850645
13 31 39451.295593
13 32 38908.386747
13 33 27588.098153
13 34 43304.719454
13 35 29192.942624
13 36 26815.962502
13 37 14171.197464
13 38 20055.277246
13 39 30028.244747
13 40 19414.236129
13 41 26476.836395
13 42 22855.696516
13 43 43060.888652
13 44 27389.647912
13 45 32178.528170
13 46 31098.793585
13 47 24854.508669
13 48 22950.319186
13 49 22506.181748
13 50 31904.187705
13 51 17395.379437
13 52 25656.349792
13 53 42379.718367
13 54 30334.234428
13 55 32497.093745
13 56 20849.421480
13 57 41820.569757
13 58 46055.803555
13 59 21860.606969
13 60 8260.664306
13 61 47437.093247
13 62 14903.995988
13 63 15884.528331
13 64 19269.183160
13 65 31860.944091
13 66 27721.723142
13 67 24558.155998
13 68 24318.854638
13 69 14143.541292
13 70 35565.165157
13 71 11027.383377
13 72 29825.661221
13 73 31972.042061
13 74 12587.344908
13 75 29828.452378
13 76 24862.037520
13 77 37711.982225
13 78 3725.664074
13 79 23849.973055
13 80 18016.955230
13 81 26393.073361
13 82 19485.964047
13 83 24371.668548
13 84 16529.663126
13 85 25055.198527
13 86 30807.050899
13 87 36094.446418
13 88 45204.050928
13 89 19235.231281
13 90 33096.608616
13 91 30467.355211
13 92 27939.646597
13 93 43015.740738
13 94 28048.574484
13 95 21380.706862
13 96 20819.818965
13 97 30467.182562
13 98 30731.237739
13 99 35997.143901
13 100 24706.112934
14 15 10250.385900
14 16 26253.998281
14 17 28460.834646
14 18 38037.859521
14 19 30018.488239
14 20 9122.585141
14 21 20149.917155
14 22 17972.363463
14 23 21713.784612
14 24 32915.568702
14 25 29277.161197
14 26 17185.903495
14 27 22879.956401
14 28 26261.705636
14 29 30999.572353
14 30 30986.611561
14 31 38868.222490
14 32 32880.354255
14 33 34374.320984
14 34 31678.168234
14 35 17167.281003
14 36 31910.917066
14 37 8578.895864
14 38 27813.986931
14 39 27016.572321
14 40 6398.850334
14 41 24589.479723
14 42 17738.183343
14 43 34166.458301
14 44 12778.730672
14 45 17602.024264
14 46 22147.255284
14 47 10205.223132
14 48 10167.106877
14 49 10709.840012
14 50 17706.503914
14 51 27486.968835
14 52 21002.097798
14 53 35327.991419
14 54 24862.629143
14 55 29149.666084
14 56 19837.269664
14 57 39911.549942
14 58 34026.583961
14 59 26671.245382
14 60 8078.612508
14 61 41957.708199
14 62 2057.244215
14 63 5043.070803
14 64 20296.503678
14 65 32800.113622
14 66 26581.639830
14 67 13328.644922
14 68 13616.109886
14 69 8800.704795
14 70 31833.669380
14 71 22174.539715
14 72 23726.409369
14 73 23341.659728
14 74 17002.995725
14 75 18156.318014
14 76 23281.206684
14 77 33716.452101
14 78 11075.982845
14 79 19373.386180
14 80 8332.361460
14 81 19961.613782
14 82 23574.332623
14 83 26918.799187
14 84 1820.531669
14 85 16175.984854
14 86 18235.669838
14 87 29742.892908
14 88 40522.508960
14 89 5277.603160
14 90 25161.130566
14 91 27611.808679
14 92 25004.776568
14 93 30217.193669
14 94 18481.898403
14 95 18121.624663
14 96 21459.357190
14 97 33529.295091
14 98 17104.028275
14 99 35730.557461
14 100 19186.007444
15 16 33285.368625
15 17 23999.666026
15 18 38649.583170
15 19 33068.972571
15 20 19359.267936
15 21 22218.763700
15 22 27983.530399
15 23 22981.040301
15 24 33151.026233
15 25 29481.575581
15 26 19819.321457
15 27 15392.802308
15 28 20854.166222
15 29 24993.114628
15 30 34613.663875
15 31 37114.360291
15 32 35134.876045
15 33 27644.259725
15 34 38588.954479
15 35 24390.516513
15 36 26163.643703
15 37 9594.300436
15 38 20325.606120
15 39 26823.427889
15 40 15616.927008
15 41 23470.712530
15 42 18921.510937
15 43 38749.480682
15 44 22730.756947
15 45 27486.559684
15 46 26663.996233
15 47 20231.973363
15 48 18107.541931
15 49 17681.103051
15 50 27113.171217
15 51 18741.378670
15 52 21924.661037
15 53 38421.949216
15 54 26544.091302
15 55 29262.083297
15 56 17845.960775
15 57 39130.313481
15 58 41304.035582
15 59 20928.091857
15 60 3493.706904
15 61 43877.448032
15 62 10192.119108
15 63 11041.912531
15 64 16806.432354
15 65 29855.732378
15 66 24967.869250
15 67 19779.930951
15 68 19579.284281
15 69 9599.750669
15 70 32290.272531
15 71 12743.978923
15 72 25890.109454
15 73 27600.208092
15 74 10803.542821
15 75 25054.179158
15 76 21883.269229
15 77 34404.773571
15 78 1261.758445
15 79 20094.805783
15 80 13242.276894
15 81 22309.256235
15 82 18152.401652
15 83 22686.790742
15 84 12043.502416
15 85 20532.200642
15 86 25980.291251
15 87 32213.444693
15 88 41817.382335
15 89 14484.078896
15 90 28860.161626
15 91 27314.429488
15 92 24698.089885
15 93 38196.566327
15 94 23483.594037
15 95 17802.761661
15 96 18322.953475
15 97 29148.289653
15 98 25894.953764
15 99 33698.927043
15 100 20755.233603
16 17 31888.893850
16 18 24579.357593
16 19 13852.821230
16 20 21561.637410
16 21 16190.187057
16 22 16650.328215
16 23 17659.770158
16 24 22671.195910
16 25 21235.780893
16 26 16209.276148
16 27 35492.926159
16 28 32898.247174
16 29 36838.617231
16 30 12571.265608
16 31 31190.382303
16 32 17284.458708
16 33 40817.181133
16 34 5425.472337
16 35 9115.854058
